,uri,name,labels
7445,http://www.wikidata.org/entity/Q2834060,Jim Mapp,Person|Actor
7446,http://www.wikidata.org/entity/Q6132861,James DuMont,Person|Actor
7447,http://www.wikidata.org/entity/Q16202313,Carlos Carrasco,Person|Actor
7448,http://www.wikidata.org/entity/Q376107,Jan de Bont,Person|Director|Actor
7449,http://www.wikidata.org/entity/Q234997,Bonnie Bedelia,Person|Actor
7450,http://www.wikidata.org/entity/Q345325,Harry Shearer,Person|Actor
7451,http://www.wikidata.org/entity/Q436503,Gailard Sartain,Person|Actor
7452,http://www.wikidata.org/entity/Q2442555,Tony Genaro,Person|Actor
7453,http://www.wikidata.org/entity/Q6780492,Mary Pat Gleason,Person|Actor
7454,http://www.wikidata.org/entity/Q7297161,Ray Baker,Person|Actor
7455,http://www.wikidata.org/entity/Q19631403,Paul Lazar,Person|Actor
7456,http://www.wikidata.org/entity/Q1303837,Ron Underwood,Person|Director
7457,http://www.wikidata.org/entity/Q253487,Mia Sara,Person|Actor
7458,http://www.wikidata.org/entity/Q382036,Ron Silver,Person|Actor
7459,http://www.wikidata.org/entity/Q1141130,Scott Lawrence,Person|Actor
7460,http://www.wikidata.org/entity/Q3094145,Gabrielle Rose,Person|Actor
7461,http://www.wikidata.org/entity/Q3489660,Brad Loree,Person|Actor
7462,http://www.wikidata.org/entity/Q15651757,Jason Schombing,Person|Actor
7463,http://www.wikidata.org/entity/Q80739,Charlton Heston,Person|Actor
7464,http://www.wikidata.org/entity/Q106997,Jamie Lee Curtis,Person|Actor
7465,http://www.wikidata.org/entity/Q552889,Marshall Manesh,Person|Actor
7466,http://www.wikidata.org/entity/Q3181135,John Bruno,Person|Director|Actor
7467,http://www.wikidata.org/entity/Q42574,James Cameron,Person|Director|Actor
7468,http://www.wikidata.org/entity/Q232307,Mae Whitman,Person|Actor
7469,http://www.wikidata.org/entity/Q236569,Lauren Tom,Person|Actor
7470,http://www.wikidata.org/entity/Q442661,Susanna Thompson,Person|Actor
7471,http://www.wikidata.org/entity/Q3568626,William Frankfather,Person|Actor
7472,http://www.wikidata.org/entity/Q939894,Luis Mandoki,Person|Director
7473,http://www.wikidata.org/entity/Q80309,Om Puri,Person|Actor
7474,http://www.wikidata.org/entity/Q188792,David Schwimmer,Person|Director|Actor
7475,http://www.wikidata.org/entity/Q269835,Eileen Atkins,Person|Actor
7476,http://www.wikidata.org/entity/Q352547,Ron Rifkin,Person|Actor
7477,http://www.wikidata.org/entity/Q1379066,Oz Perkins,Person|Actor
7478,http://www.wikidata.org/entity/Q2385752,Thomas F. Duffy,Person|Actor
7479,http://www.wikidata.org/entity/Q345955,Daniel Hugh Kelly,Person|Actor
7480,http://www.wikidata.org/entity/Q458784,Gia Carides,Person|Actor
7481,http://www.wikidata.org/entity/Q492789,Michael Murphy,Person|Actor
7482,http://www.wikidata.org/entity/Q3820165,L. Harvey Gold,Person|Actor
7483,http://www.wikidata.org/entity/Q260869,Tura Satana,Person|Actor
7484,http://www.wikidata.org/entity/Q3976229,Stuart Lancaster,Person|Actor
7485,http://www.wikidata.org/entity/Q228787,Jada Pinkett Smith,Person|Actor
7486,http://www.wikidata.org/entity/Q106508,Gérard Depardieu,Person|Director|Actor
7487,http://www.wikidata.org/entity/Q240157,Julie Depardieu,Person|Actor
7488,http://www.wikidata.org/entity/Q518457,André Dussollier,Person|Actor
7489,http://www.wikidata.org/entity/Q1569147,Albert Delpy,Person|Actor
7490,http://www.wikidata.org/entity/Q44063,Reese Witherspoon,Person|Actor
7491,http://www.wikidata.org/entity/Q165524,Tobey Maguire,Person|Actor
7492,http://www.wikidata.org/entity/Q240467,Natasha Gregson Wagner,Person|Actor
7493,http://www.wikidata.org/entity/Q446195,Pamela Gidley,Person|Actor
7494,http://www.wikidata.org/entity/Q708824,Jake Busey,Person|Actor
7495,http://www.wikidata.org/entity/Q1146912,Soon-Tek Oh,Person|Actor
7496,http://www.wikidata.org/entity/Q1369418,Jack Noseworthy,Person|Actor
7497,http://www.wikidata.org/entity/Q2623963,Steve Antin,Person|Actor
7498,http://www.wikidata.org/entity/Q2851685,Annie McEnroe,Person|Actor
7499,http://www.wikidata.org/entity/Q117500,Mary McDonnell,Person|Actor
7500,http://www.wikidata.org/entity/Q132058,Jon Kasdan,Person|Actor
7501,http://www.wikidata.org/entity/Q200841,Jim Caviezel,Person|Actor
7502,http://www.wikidata.org/entity/Q237809,JoBeth Williams,Person|Actor
7503,http://www.wikidata.org/entity/Q271782,Betty Buckley,Person|Actor
7504,http://www.wikidata.org/entity/Q314606,Jeff Fahey,Person|Actor
7505,http://www.wikidata.org/entity/Q450573,Alison Elliott,Person|Actor
7506,http://www.wikidata.org/entity/Q471068,Lewis Smith,Person|Actor
7507,http://www.wikidata.org/entity/Q508795,Martin Kove,Person|Actor
7508,http://www.wikidata.org/entity/Q2575752,Mackenzie Astin,Person|Actor
7509,http://www.wikidata.org/entity/Q2912542,Todd Allen,Person|Actor
7510,http://www.wikidata.org/entity/Q3147237,Ian Bohen,Person|Actor
7511,http://www.wikidata.org/entity/Q6415432,Kirk Fox,Person|Actor
7512,http://www.wikidata.org/entity/Q32452,Roshan Seth,Person|Actor
7513,http://www.wikidata.org/entity/Q254205,Ming-Na Wen,Person|Actor
7514,http://www.wikidata.org/entity/Q317654,Raúl Juliá,Person|Actor
7515,http://www.wikidata.org/entity/Q452552,Grand L. Bush,Person|Actor
7516,http://www.wikidata.org/entity/Q521053,Robert Mammone,Person|Actor
7517,http://www.wikidata.org/entity/Q730348,Benny Urquidez,Person|Actor
7518,http://www.wikidata.org/entity/Q771329,Byron Mann,Person|Actor
7519,http://www.wikidata.org/entity/Q927017,Damian Chapa,Person|Actor
7520,http://www.wikidata.org/entity/Q1387358,Miguel A. Núñez,Person|Actor
7521,http://www.wikidata.org/entity/Q1684367,Jay Tavare,Person|Actor
7522,http://www.wikidata.org/entity/Q7172411,"Peter ""Navy"" Tuiasosopo",Person|Actor
7523,http://www.wikidata.org/entity/Q271616,Talia Balsam,Person|Actor
7524,http://www.wikidata.org/entity/Q311769,Jason Priestley,Person|Actor
7525,http://www.wikidata.org/entity/Q1400238,Wallace Wolodarsky,Person|Director|Actor
7526,http://www.wikidata.org/entity/Q103917,Steven Soderbergh,Person|Director|Actor
7527,http://www.wikidata.org/entity/Q235478,Shelley Duvall,Person|Director|Actor
7528,http://www.wikidata.org/entity/Q708097,Paul Dooley,Person|Actor
7529,http://www.wikidata.org/entity/Q19405928,David Jensen,Person|Actor
7530,http://www.wikidata.org/entity/Q236434,CCH Pounder,Person|Actor
7531,http://www.wikidata.org/entity/Q242595,Chasey Lain,Person|Actor
7532,http://www.wikidata.org/entity/Q311615,Thomas Haden Church,Person|Actor
7533,http://www.wikidata.org/entity/Q658690,Charles Fleischer,Person|Actor
7534,http://www.wikidata.org/entity/Q1309821,Gary Farmer,Person|Actor
7535,http://www.wikidata.org/entity/Q1389759,John Schuck,Person|Actor
7536,http://www.wikidata.org/entity/Q15288220,Tim de Zarn,Person|Actor
7537,http://www.wikidata.org/entity/Q1356510,Ernest Dickerson,Person|Director|Actor
7538,http://www.wikidata.org/entity/Q3294231,Gilbert Adler,Person|Director
7539,http://www.wikidata.org/entity/Q178552,Mickey Rourke,Person|Actor
7540,http://www.wikidata.org/entity/Q459638,Stacy Edwards,Person|Actor
7541,http://www.wikidata.org/entity/Q71412,Norbert Grupe,Person|Actor
7542,http://www.wikidata.org/entity/Q192812,Hayden Christensen,Person|Actor
7543,http://www.wikidata.org/entity/Q281621,John Glover,Person|Actor
7544,http://www.wikidata.org/entity/Q311517,Kevin Zegers,Person|Actor
7545,http://www.wikidata.org/entity/Q363271,David Warner,Person|Director|Actor
7546,http://www.wikidata.org/entity/Q233801,Deborah Kara Unger,Person|Actor
7547,http://www.wikidata.org/entity/Q318885,Mako,Person|Actor
7548,http://www.wikidata.org/entity/Q512059,Michael Jayston,Person|Actor
7549,http://www.wikidata.org/entity/Q1319846,Raoul Trujillo,Person|Actor
7550,http://www.wikidata.org/entity/Q3181393,John Dunn-Hill,Person|Actor
7551,http://www.wikidata.org/entity/Q5612234,Michael Corrente,Person|Director|Actor
7552,http://www.wikidata.org/entity/Q318165,Luke Perry,Person|Actor
7553,http://www.wikidata.org/entity/Q444860,Lori Heuring,Person|Actor
7554,http://www.wikidata.org/entity/Q260125,John G. Avildsen,Person|Director|Actor
7555,http://www.wikidata.org/entity/Q6107,Tupac Shakur,Person|Actor
7556,http://www.wikidata.org/entity/Q1321005,Wood Harris,Person|Actor
7557,http://www.wikidata.org/entity/Q228725,Cynthia Nixon,Person|Actor
7558,http://www.wikidata.org/entity/Q256112,Mercedes McNab,Person|Actor
7559,http://www.wikidata.org/entity/Q273650,Monet Mazur,Person|Actor
7560,http://www.wikidata.org/entity/Q496503,Carel Struycken,Person|Actor
7561,http://www.wikidata.org/entity/Q711898,Sam McMurray,Person|Actor
7562,http://www.wikidata.org/entity/Q1647693,John Franklin,Person|Actor
7563,http://www.wikidata.org/entity/Q1689476,Jimmy Workman,Person|Actor
7564,http://www.wikidata.org/entity/Q5112492,Christopher Hart,Person|Actor
7565,http://www.wikidata.org/entity/Q7615002,Steven M. Martin,Person|Actor
7566,http://www.wikidata.org/entity/Q11834174,Laura Esterman,Person|Actor
7567,http://www.wikidata.org/entity/Q449035,Winston Ntshona,Person|Actor
7568,http://www.wikidata.org/entity/Q527306,Paul Michael Glaser,Person|Director|Actor
7569,http://www.wikidata.org/entity/Q166389,Daniel Day-Lewis,Person|Actor
7570,http://www.wikidata.org/entity/Q237778,Siân Phillips,Person|Actor
7571,http://www.wikidata.org/entity/Q242482,Alexis Smith,Person|Actor
7572,http://www.wikidata.org/entity/Q492176,Alec McCowen,Person|Actor
7573,http://www.wikidata.org/entity/Q1111542,Joanne Woodward,Person|Actor
7574,http://www.wikidata.org/entity/Q1999640,Norman Lloyd,Person|Actor
7575,http://www.wikidata.org/entity/Q5045355,Carolyn Farina,Person|Actor
7576,http://www.wikidata.org/entity/Q13560481,June Squibb,Person|Actor
7577,http://www.wikidata.org/entity/Q163234,Blu Mankuma,Person|Actor
7578,http://www.wikidata.org/entity/Q220918,Emilio Estevez,Person|Director|Actor
7579,http://www.wikidata.org/entity/Q275310,Marcia Strassman,Person|Actor
7580,http://www.wikidata.org/entity/Q463497,Miguel Ferrer,Person|Actor
7581,http://www.wikidata.org/entity/Q1159104,Dan Lauria,Person|Actor
7582,http://www.wikidata.org/entity/Q1701620,John Rubinstein,Person|Actor
7583,http://www.wikidata.org/entity/Q1806031,Larry B. Scott,Person|Actor
7584,http://www.wikidata.org/entity/Q2038188,Steve Bacic,Person|Actor
7585,http://www.wikidata.org/entity/Q298255,Rob Zombie,Person|Director|Actor
7586,http://www.wikidata.org/entity/Q401626,Amy Locane,Person|Actor
7587,http://www.wikidata.org/entity/Q434585,Mike Judge,Person|Director|Actor
7588,http://www.wikidata.org/entity/Q445302,Judd Nelson,Person|Actor
7589,http://www.wikidata.org/entity/Q976467,Rich Wilkes,Person|Actor
7590,http://www.wikidata.org/entity/Q1384181,Michael McKean,Person|Actor
7591,http://www.wikidata.org/entity/Q717498,Michael Lehmann,Person|Director
7592,http://www.wikidata.org/entity/Q155378,Jim Beaver,Person|Actor
7593,http://www.wikidata.org/entity/Q723014,Nick Chinlund,Person|Actor
7594,http://www.wikidata.org/entity/Q2912708,Cooper Huckabee,Person|Actor
7595,http://www.wikidata.org/entity/Q1703212,Jonathan Kaplan,Person|Director|Actor
7596,http://www.wikidata.org/entity/Q1754548,Taylor Nichols,Person|Actor
7597,http://www.wikidata.org/entity/Q972884,Whit Stillman,Person|Director
7598,http://www.wikidata.org/entity/Q180453,Dolly Parton,Person|Actor
7599,http://www.wikidata.org/entity/Q207405,Zsa Zsa Gabor,Person|Actor
7600,http://www.wikidata.org/entity/Q230605,Lea Thompson,Person|Actor
7601,http://www.wikidata.org/entity/Q293265,Penny Fuller,Person|Actor
7602,http://www.wikidata.org/entity/Q359331,Kevin Connolly,Person|Actor
7603,http://www.wikidata.org/entity/Q446717,Dabney Coleman,Person|Actor
7604,http://www.wikidata.org/entity/Q449947,Diedrich Bader,Person|Actor
7605,http://www.wikidata.org/entity/Q485106,Lyman Ward,Person|Actor
7606,http://www.wikidata.org/entity/Q1001214,Buddy Ebsen,Person|Actor
7607,http://www.wikidata.org/entity/Q1387836,Patrick Cranshaw,Person|Actor
7608,http://www.wikidata.org/entity/Q276165,Rosalind Ayres,Person|Actor
7609,http://www.wikidata.org/entity/Q359210,Rupert Penry-Jones,Person|Actor
7610,http://www.wikidata.org/entity/Q363978,Andrew Knott,Person|Actor
7611,http://www.wikidata.org/entity/Q381664,Vincent Regan,Person|Actor
7612,http://www.wikidata.org/entity/Q431505,Vic Armstrong,Person|Actor
7613,http://www.wikidata.org/entity/Q525970,Peter Cook,Person|Actor
7614,http://www.wikidata.org/entity/Q1701025,John McEnery,Person|Actor
7615,http://www.wikidata.org/entity/Q273712,Caroline Thompson,Person|Director
7616,http://www.wikidata.org/entity/Q3299555,Matt Roth,Person|Actor
7617,http://www.wikidata.org/entity/Q18227,Forrest J Ackerman,Person|Actor
7618,http://www.wikidata.org/entity/Q313341,Ray Harryhausen,Person|Director|Actor
7619,http://www.wikidata.org/entity/Q445337,Bronson Pinchot,Person|Actor
7620,http://www.wikidata.org/entity/Q455043,Arthur Hiller,Person|Director|Actor
7621,http://www.wikidata.org/entity/Q455279,Joe Dante,Person|Director|Actor
7622,http://www.wikidata.org/entity/Q525434,Hattie Winston,Person|Actor
7623,http://www.wikidata.org/entity/Q550580,Gil Hill,Person|Actor
7624,http://www.wikidata.org/entity/Q555246,Alan Young,Person|Actor
7625,http://www.wikidata.org/entity/Q604762,Michael Bowen,Person|Actor
7626,http://www.wikidata.org/entity/Q724100,Peter Medak,Person|Director|Actor
7627,http://www.wikidata.org/entity/Q1321265,Stephen McHattie,Person|Actor
7628,http://www.wikidata.org/entity/Q16145171,Lindsey Ginter,Person|Actor
7629,http://www.wikidata.org/entity/Q51564,John Landis,Person|Director|Actor
7630,http://www.wikidata.org/entity/Q207179,Bill Nighy,Person|Actor
7631,http://www.wikidata.org/entity/Q705602,Simon McBurney,Person|Actor
7632,http://www.wikidata.org/entity/Q725686,David Morrissey,Person|Actor
7633,http://www.wikidata.org/entity/Q349690,Mel Blanc,Person|Actor
7634,http://www.wikidata.org/entity/Q4538,Jonathan Winters,Person|Actor
7635,http://www.wikidata.org/entity/Q34851,Elizabeth Taylor,Person|Actor
7636,http://www.wikidata.org/entity/Q938416,Dann Florek,Person|Actor
7637,http://www.wikidata.org/entity/Q981647,Richard Moll,Person|Actor
7638,http://www.wikidata.org/entity/Q6075068,Irwin Keyes,Person|Actor
7639,http://www.wikidata.org/entity/Q912547,Brian Levant,Person|Director
7640,http://www.wikidata.org/entity/Q317817,Lloyd Bridges,Person|Actor
7641,http://www.wikidata.org/entity/Q709076,Stephen Hopkins,Person|Director
7642,http://www.wikidata.org/entity/Q236705,Meg Tilly,Person|Actor
7643,http://www.wikidata.org/entity/Q272261,Christine Elise,Person|Actor
7644,http://www.wikidata.org/entity/Q267184,Annie Ross,Person|Actor
7645,http://www.wikidata.org/entity/Q1305044,Timothy Bottoms,Person|Actor
7646,http://www.wikidata.org/entity/Q2435305,Timothy Scott,Person|Actor
7647,http://www.wikidata.org/entity/Q16758,Ed O'Neill,Person|Actor
7648,http://www.wikidata.org/entity/Q169452,Shaquille O'Neal,Person|Actor
7649,http://www.wikidata.org/entity/Q190152,Larry Bird,Person|Actor
7650,http://www.wikidata.org/entity/Q312643,Bob Cousy,Person|Actor
7651,http://www.wikidata.org/entity/Q329719,Louis Gossett,Person|Actor
7652,http://www.wikidata.org/entity/Q380802,Rick Fox,Person|Actor
7653,http://www.wikidata.org/entity/Q534234,Persia White,Person|Actor
7654,http://www.wikidata.org/entity/Q888594,Bob Knight,Person|Actor
7655,http://www.wikidata.org/entity/Q4039,Art Garfunkel,Person|Actor
7656,http://www.wikidata.org/entity/Q229993,Sherilyn Fenn,Person|Actor
7657,http://www.wikidata.org/entity/Q271162,Jennifer Lynch,Person|Director|Actor
7658,http://www.wikidata.org/entity/Q545073,Domenick Lombardozzi,Person|Actor
7659,http://www.wikidata.org/entity/Q233022,Christine Taylor,Person|Actor
7660,http://www.wikidata.org/entity/Q378672,Jerry O'Connell,Person|Actor
7661,http://www.wikidata.org/entity/Q503625,Blake McIver Ewing,Person|Actor
7662,http://www.wikidata.org/entity/Q549961,Steve Railsback,Person|Actor
7663,http://www.wikidata.org/entity/Q1306100,Maxwell Caulfield,Person|Actor
7664,http://www.wikidata.org/entity/Q40128,Ricki Lake,Person|Actor
7665,http://www.wikidata.org/entity/Q217298,David Letterman,Person|Actor
7666,http://www.wikidata.org/entity/Q377424,Chris Elliott,Person|Actor
7667,http://www.wikidata.org/entity/Q497851,Andy Richter,Person|Actor
7668,http://www.wikidata.org/entity/Q719263,Russ Tamblyn,Person|Actor
7669,http://www.wikidata.org/entity/Q723780,Brion James,Person|Actor
7670,http://www.wikidata.org/entity/Q210094,John Ortiz,Person|Actor
7671,http://www.wikidata.org/entity/Q235002,Penelope Ann Miller,Person|Actor
7672,http://www.wikidata.org/entity/Q311303,Adrian Pasdar,Person|Actor
7673,http://www.wikidata.org/entity/Q347395,Luis Guzmán,Person|Actor
7674,http://www.wikidata.org/entity/Q1700513,John Hoyt,Person|Actor
7675,http://www.wikidata.org/entity/Q2697190,Jaime Sánchez,Person|Actor
7676,http://www.wikidata.org/entity/Q3810271,Joseph Siravo,Person|Actor
7677,http://www.wikidata.org/entity/Q189526,Brian De Palma,Person|Director|Actor
7678,http://www.wikidata.org/entity/Q231214,Patricia Wettig,Person|Actor
7679,http://www.wikidata.org/entity/Q296524,Jon Lovitz,Person|Actor
7680,http://www.wikidata.org/entity/Q862314,Bill McKinney,Person|Actor
7681,http://www.wikidata.org/entity/Q3372411,Paul Weiland,Person|Director
7682,http://www.wikidata.org/entity/Q23547,Bryan Cranston,Person|Actor
7683,http://www.wikidata.org/entity/Q320973,Robert Wisdom,Person|Actor
7684,http://www.wikidata.org/entity/Q449561,Jayne Brook,Person|Actor
7685,http://www.wikidata.org/entity/Q534190,Vyto Ruginis,Person|Actor
7686,http://www.wikidata.org/entity/Q545924,Dana Carvey,Person|Actor
7687,http://www.wikidata.org/entity/Q888178,Bob Odenkirk,Person|Director|Actor
7688,http://www.wikidata.org/entity/Q703492,Mick Jackson,Person|Director
7689,http://www.wikidata.org/entity/Q262524,Janine Turner,Person|Actor
7690,http://www.wikidata.org/entity/Q311271,John Lithgow,Person|Actor
7691,http://www.wikidata.org/entity/Q344576,Paul Winfield,Person|Actor
7692,http://www.wikidata.org/entity/Q712450,Ralph Waite,Person|Actor
7693,http://www.wikidata.org/entity/Q1614266,Rosemary Dunsmore,Person|Actor
7694,http://www.wikidata.org/entity/Q3002009,Craig Fairbrass,Person|Actor
7695,http://www.wikidata.org/entity/Q3776572,Gregory Scott Cummins,Person|Actor
7696,http://www.wikidata.org/entity/Q1561788,Michael Ritchie,Person|Director
7697,http://www.wikidata.org/entity/Q234120,Jane Curtin,Person|Actor
7698,http://www.wikidata.org/entity/Q357402,Drew Carey,Person|Actor
7699,http://www.wikidata.org/entity/Q434096,Michelle Burke,Person|Actor
7700,http://www.wikidata.org/entity/Q446290,Laraine Newman,Person|Actor
7701,http://www.wikidata.org/entity/Q1372210,Jan Hooks,Person|Actor
7702,http://www.wikidata.org/entity/Q2086585,James Keane,Person|Actor
7703,http://www.wikidata.org/entity/Q2627090,Dave Thomas,Person|Director|Actor
7704,http://www.wikidata.org/entity/Q2916869,Garrett Morris,Person|Actor
7705,http://www.wikidata.org/entity/Q23072512,James Keane,Person|Actor
7706,http://www.wikidata.org/entity/Q489199,Steve Barron,Person|Director
7707,http://www.wikidata.org/entity/Q431874,Leslie Stefanson,Person|Actor
7708,http://www.wikidata.org/entity/Q432638,Tomás Milián,Person|Actor
7709,http://www.wikidata.org/entity/Q39983,Anthony Rapp,Person|Actor
7710,http://www.wikidata.org/entity/Q170576,Milla Jovovich,Person|Actor
7711,http://www.wikidata.org/entity/Q251809,Wiley Wiggins,Person|Actor
7712,http://www.wikidata.org/entity/Q446227,Rory Cochrane,Person|Actor
7713,http://www.wikidata.org/entity/Q6409036,Kim Krizan,Person|Actor
7714,http://www.wikidata.org/entity/Q7425090,Sasha Jenson,Person|Actor
7715,http://www.wikidata.org/entity/Q115547,Bill Goldberg,Person|Actor
7716,http://www.wikidata.org/entity/Q311161,Jesse Ventura,Person|Actor
7717,http://www.wikidata.org/entity/Q452688,Brandy Ledford,Person|Actor
7718,http://www.wikidata.org/entity/Q2298419,John Enos III,Person|Actor
7719,http://www.wikidata.org/entity/Q3493892,Chris Durand,Person|Actor
7720,http://www.wikidata.org/entity/Q3290067,Marco Brambilla,Person|Director
7721,http://www.wikidata.org/entity/Q106514,River Phoenix,Person|Actor
7722,http://www.wikidata.org/entity/Q188176,William S. Burroughs,Person|Actor
7723,http://www.wikidata.org/entity/Q298799,Pat Morita,Person|Actor
7724,http://www.wikidata.org/entity/Q3476283,Scott Patrick Green,Person|Actor
7725,http://www.wikidata.org/entity/Q313596,Leslie Cheung,Person|Actor
7726,http://www.wikidata.org/entity/Q708183,Zhang Fengyi,Person|Actor
7727,http://www.wikidata.org/entity/Q202597,Chen Kaige,Person|Director|Actor
7728,http://www.wikidata.org/entity/Q73035,George Lopez,Person|Actor
7729,http://www.wikidata.org/entity/Q228852,Jane Lynch,Person|Actor
7730,http://www.wikidata.org/entity/Q286717,Tony Randall,Person|Actor
7731,http://www.wikidata.org/entity/Q287793,Carl Reiner,Person|Director|Actor
7732,http://www.wikidata.org/entity/Q1545414,Gregory Sporleder,Person|Actor
7733,http://www.wikidata.org/entity/Q63304,Kathleen Wilhoite,Person|Actor
7734,http://www.wikidata.org/entity/Q237214,Lesley Ann Warren,Person|Actor
7735,http://www.wikidata.org/entity/Q256579,Jane March,Person|Actor
7736,http://www.wikidata.org/entity/Q448430,Jeff Corey,Person|Actor
7737,http://www.wikidata.org/entity/Q474980,Rubén Blades,Person|Actor
7738,http://www.wikidata.org/entity/Q532944,Eriq La Salle,Person|Actor
7739,http://www.wikidata.org/entity/Q2846666,Andrew Lowery,Person|Actor
7740,http://www.wikidata.org/entity/Q953520,Richard Rush,Person|Director
7741,http://www.wikidata.org/entity/Q44131,Werner Herzog,Person|Director|Actor
7742,http://www.wikidata.org/entity/Q542816,Richard Belzer,Person|Actor
7743,http://www.wikidata.org/entity/Q3199794,Christina Fulton,Person|Actor
7744,http://www.wikidata.org/entity/Q213430,Larry King,Person|Actor
7745,http://www.wikidata.org/entity/Q218718,Jay Leno,Person|Actor
7746,http://www.wikidata.org/entity/Q314502,Jason Reitman,Person|Director|Actor
7747,http://www.wikidata.org/entity/Q464320,Stephen Root,Person|Actor
7748,http://www.wikidata.org/entity/Q467570,Charles Grodin,Person|Actor
7749,http://www.wikidata.org/entity/Q598675,Gary Ross,Person|Director|Actor
7750,http://www.wikidata.org/entity/Q730943,Charles Hallahan,Person|Actor
7751,http://www.wikidata.org/entity/Q973490,Parley Baer,Person|Actor
7752,http://www.wikidata.org/entity/Q2942050,Catherine Reitman,Person|Actor
7753,http://www.wikidata.org/entity/Q7177686,Peter White,Person|Actor
7754,http://www.wikidata.org/entity/Q23542443,Robin Gammell,Person|Actor
7755,http://www.wikidata.org/entity/Q550778,John de Lancie,Person|Actor
7756,http://www.wikidata.org/entity/Q55424,Peter Weir,Person|Director
7757,http://www.wikidata.org/entity/Q167821,Gore Vidal,Person|Actor
7758,http://www.wikidata.org/entity/Q2832478,Alek Keshishian,Person|Director
7759,http://www.wikidata.org/entity/Q540235,Betsy Brantley,Person|Actor
7760,http://www.wikidata.org/entity/Q3161295,James N. Harrell,Person|Actor
7761,http://www.wikidata.org/entity/Q459933,Kasi Lemmons,Person|Actor
7762,http://www.wikidata.org/entity/Q1700561,John Irvin,Person|Director
7763,http://www.wikidata.org/entity/Q272944,Danielle Harris,Person|Actor
7764,http://www.wikidata.org/entity/Q2262850,Michael Bacall,Person|Actor
7765,http://www.wikidata.org/entity/Q1368884,Simon Wincer,Person|Director
7766,http://www.wikidata.org/entity/Q887636,Boaz Yakin,Person|Director
7767,http://www.wikidata.org/entity/Q573343,Anthony Higgins,Person|Actor
7768,http://www.wikidata.org/entity/Q271627,Mindy Sterling,Person|Actor
7769,http://www.wikidata.org/entity/Q540064,Harley Jane Kozak,Person|Actor
7770,http://www.wikidata.org/entity/Q229187,Sela Ward,Person|Actor
7771,http://www.wikidata.org/entity/Q362599,Andreas Katsulas,Person|Actor
7772,http://www.wikidata.org/entity/Q434763,Neil Flynn,Person|Actor
7773,http://www.wikidata.org/entity/Q459025,Kirsten Nelson,Person|Actor
7774,http://www.wikidata.org/entity/Q552031,Daniel Roebuck,Person|Actor
7775,http://www.wikidata.org/entity/Q175535,Matt Damon,Person|Actor
7776,http://www.wikidata.org/entity/Q722038,M.C. Gainey,Person|Actor
7777,http://www.wikidata.org/entity/Q1376880,Rodney A. Grant,Person|Actor
7778,http://www.wikidata.org/entity/Q3557115,Victor Aaron,Person|Actor
7779,http://www.wikidata.org/entity/Q447584,Guinevere Turner,Person|Actor
7780,http://www.wikidata.org/entity/Q179960,Steven Hill,Person|Actor
7781,http://www.wikidata.org/entity/Q314801,Hal Holbrook,Person|Actor
7782,http://www.wikidata.org/entity/Q365844,Jerry Weintraub,Person|Actor
7783,http://www.wikidata.org/entity/Q432385,Dean Norris,Person|Actor
7784,http://www.wikidata.org/entity/Q712180,Wilford Brimley,Person|Actor
7785,http://www.wikidata.org/entity/Q2733992,Jerry Hardin,Person|Actor
7786,http://www.wikidata.org/entity/Q3181015,John Beal,Person|Actor
7787,http://www.wikidata.org/entity/Q237273,Salli Richardson,Person|Actor
7788,http://www.wikidata.org/entity/Q465628,Andrew Divoff,Person|Actor
7789,http://www.wikidata.org/entity/Q316003,Richard Farnsworth,Person|Actor
7790,http://www.wikidata.org/entity/Q862342,Bill Moseley,Person|Actor
7791,http://www.wikidata.org/entity/Q7002664,Alex Colon,Person|Actor
7792,http://www.wikidata.org/entity/Q182931,John Kapelos,Person|Actor
7793,http://www.wikidata.org/entity/Q232851,Rebecca De Mornay,Person|Actor
7794,http://www.wikidata.org/entity/Q309788,Don Johnson,Person|Actor
7795,http://www.wikidata.org/entity/Q2237338,Harvey Atkin,Person|Actor
7796,http://www.wikidata.org/entity/Q2439878,Tom McCamus,Person|Actor
7797,http://www.wikidata.org/entity/Q2883939,Barbara Eve Harris,Person|Actor
7798,http://www.wikidata.org/entity/Q3530675,Tom Butler,Person|Actor
7799,http://www.wikidata.org/entity/Q51559,Sidney Lumet,Person|Director|Actor
7800,http://www.wikidata.org/entity/Q103939,Charlie Sheen,Person|Actor
7801,http://www.wikidata.org/entity/Q471804,Ryan Stiles,Person|Actor
7802,http://www.wikidata.org/entity/Q661591,Clyde Kusatsu,Person|Actor
7803,http://www.wikidata.org/entity/Q1545410,Gregory Sierra,Person|Actor
7804,http://www.wikidata.org/entity/Q1963814,Gerald Okamura,Person|Actor
7805,http://www.wikidata.org/entity/Q2206487,Jerry Haleva,Person|Actor
7806,http://www.wikidata.org/entity/Q6138026,James Lew,Person|Actor
7807,http://www.wikidata.org/entity/Q448604,Jim Abrahams,Person|Director|Actor
7808,http://www.wikidata.org/entity/Q381203,Ted Danson,Person|Actor
7809,http://www.wikidata.org/entity/Q7660211,Sydney Walker,Person|Actor
7810,http://www.wikidata.org/entity/Q164069,Joanne Whalley,Person|Actor
7811,http://www.wikidata.org/entity/Q232876,Diana Rigg,Person|Actor
